time,温度,湿度,A,B,C,health
2025-01-01 02:32:50,26.174,58.507,107.965,51.828,85.885,0.643326
2025-01-01 02:32:51,26.642,59.326,109.029,53.405,85.415,0.632401
2025-01-01 02:32:52,26.822,58.414,108.722,52.262,84.77,0.622972
2025-01-01 02:32:53,26.474,55.762,109.358,51.96,84.077,0.612944
2025-01-01 02:32:54,27.916,58.77,107.214,51.457,87.7,0.619893
2025-01-01 02:32:55,26.862,59.525,107.222,53.831,86.816,0.623911
2025-01-01 02:32:56,26.722,59.037,107.582,53.519,85.959,0.621546
2025-01-01 02:32:57,27.356,58.598,106.984,52.267,85.129,0.602784
2025-01-01 02:32:58,26.586,59.67,106.617,53.128,86.331,0.627454
2025-01-01 02:32:59,27.28,60.005,108.418,52.835,86.133,0.62887
2025-01-01 02:33:00,25.95,59.226,108.359,52.493,85.396,0.64739
2025-01-01 02:33:01,26.565,61.1,108.213,53.588,86.334,0.646192
2025-01-01 02:33:02,27.323,59.819,108.328,52.356,86.47,0.631977
2025-01-01 02:33:03,27.591,58.923,106.518,51.143,86.667,0.616833
2025-01-01 02:33:04,26.427,58.704,107.507,53.143,84.764,0.618177
2025-01-01 02:33:05,26.375,59.648,107.698,53.027,86.334,0.640278
2025-01-01 02:33:06,27.111,61.008,108.044,52.537,87.216,0.647044
2025-01-01 02:33:07,26.522,59.104,106.538,52.335,86.145,0.628367
2025-01-01 02:33:08,26.706,60.557,107.072,51.838,88.424,0.659222
2025-01-01 02:33:09,27.285,60.089,107.564,52.831,85.543,0.618506
2025-01-01 02:33:10,26.581,62.021,109.058,52.457,83.683,0.64576
2025-01-01 02:33:11,25.877,60.452,108.26,53.963,84.709,0.641265
2025-01-01 02:33:12,26.215,59.396,109.018,53.639,84.908,0.636173
2025-01-01 02:33:13,26.876,60.864,107.87,52.872,86.365,0.640841
2025-01-01 02:33:14,25.945,60.931,107.989,53.71,86.675,0.657848
2025-01-01 02:33:15,26.734,59.798,108.482,53.238,85.822,0.634101
2025-01-01 02:33:16,26.192,59.064,107.8,53.14,85.992,0.637348
2025-01-01 02:33:17,27.714,60.797,107.345,53.343,87.92,0.627833
2025-01-01 02:33:18,27.982,60.358,106.472,54.834,84.605,0.575208
2025-01-01 02:33:19,26.375,58.811,107.354,53.961,85.495,0.618867
2025-01-01 02:33:20,27.038,60.616,108.778,53.236,85.02,0.629401
2025-01-01 02:33:21,26.434,59.757,109.192,54.218,84.133,0.62531
2025-01-01 02:33:22,26.764,58.912,107.146,54.216,83.091,0.588658
2025-01-01 02:33:23,27.825,60.109,106.172,53.764,87.055,0.60207
2025-01-01 02:33:24,26.695,61.777,108.818,53.319,84.56,0.640785
2025-01-01 02:33:25,26.789,61.735,107.946,53.291,85.154,0.637002
2025-01-01 02:33:26,26.465,61.507,106.513,52.771,85.949,0.641529
2025-01-01 02:33:27,27.514,60.863,104.733,53.799,83.98,0.578402
2025-01-01 02:33:28,25.313,61.222,106.862,53.19,84.383,0.650976
2025-01-01 02:33:29,26.727,60.758,107.343,53.351,85.334,0.628099
2025-01-01 02:33:30,26.929,59.587,106.635,54.221,84.81,0.599895
2025-01-01 02:33:31,26.625,59.82,108.457,55.092,83.779,0.60727
2025-01-01 02:33:32,27.391,60.151,106.931,54.061,86.013,0.606963
2025-01-01 02:33:33,27.563,62.193,107.733,53.697,84.702,0.615989
2025-01-01 02:33:34,26.26,61.901,110.071,53.784,85.396,0.662562
2025-01-01 02:33:35,28.015,59.777,107.79,54.727,85.274,0.58646
2025-01-01 02:33:36,26.26,60.943,107.531,54.143,86.342,0.642756
2025-01-01 02:33:37,27.619,60.52,107.527,54.004,85.574,0.606073
2025-01-01 02:33:38,27.052,60.8,108.262,54.076,84.087,0.613366
2025-01-01 02:33:39,26.727,60.452,108.109,52.736,86.488,0.644673
2025-01-01 02:33:40,26.777,62.427,106.531,54.205,84.496,0.620275
2025-01-01 02:33:41,26.967,61.035,107.093,53.205,84.058,0.614152
2025-01-01 02:33:42,27.09,61.302,106.806,54.233,83.851,0.602291
2025-01-01 02:33:43,26.528,61.343,107.158,53.34,82.163,0.610253
2025-01-01 02:33:44,26.873,60.123,109.235,54.412,84.214,0.618188
2025-01-01 02:33:45,26.606,61.292,107.991,53.826,85.389,0.636181
2025-01-01 02:33:46,26.385,62.278,107.259,53.041,83.247,0.631243
2025-01-01 02:33:47,26.585,62.721,108.548,53.732,86.9,0.662416
2025-01-01 02:33:48,26.42,60.132,107.455,55.737,82.128,0.588547
2025-01-01 02:33:49,26.786,59.794,105.591,52.16,83.845,0.603752
2025-01-01 02:33:50,27.213,61.407,108.854,54.117,82.966,0.609462
2025-01-01 02:33:51,27.058,62.486,106.995,53.18,85.82,0.635637
2025-01-01 02:33:52,27.986,61.768,104.855,55.094,85.467,0.578212
2025-01-01 02:33:53,25.894,62.121,105.47,54.649,84.33,0.624569
2025-01-01 02:33:54,27.234,60.112,108.155,54.147,82.909,0.593799
2025-01-01 02:33:55,27.003,60.932,105.401,54.733,83.142,0.581566
2025-01-01 02:33:56,27.408,59.34,108.29,54.196,84.845,0.60065
2025-01-01 02:33:57,27.358,61.425,106.977,54.005,83.697,0.599087
2025-01-01 02:33:58,26.917,59.435,107.565,53.52,83.798,0.602982
2025-01-01 02:33:59,27.086,62.964,106.547,53.708,84.348,0.61998
2025-01-01 02:34:00,26.627,63.217,107.28,53.623,83.904,0.633914
2025-01-01 02:34:01,27.305,61.834,107.026,53.999,82.262,0.592074
2025-01-01 02:34:02,26.058,60.213,106.622,52.473,82.727,0.618875
2025-01-01 02:34:03,27.385,62.132,105.545,54.805,82.718,0.579086
2025-01-01 02:34:04,26.984,63.647,106.919,55.533,83.375,0.609099
2025-01-01 02:34:05,26.751,62.294,104.692,53.623,84.317,0.608988
2025-01-01 02:34:06,26.877,63.035,107.388,54.901,84.229,0.62173
2025-01-01 02:34:07,26.912,61.395,106.601,53.846,85.555,0.621472
2025-01-01 02:34:08,27.639,61.04,106.814,53.462,82.403,0.582454
2025-01-01 02:34:09,28.606,61.871,103.679,53.629,84.419,0.55849
2025-01-01 02:34:10,27.597,60.046,105.115,53.992,83.067,0.564628
2025-01-01 02:34:11,26.702,64.268,105.679,53.335,86.34,0.648758
2025-01-01 02:34:12,27.298,62.174,106.801,54.385,83.802,0.60256
2025-01-01 02:34:13,27.317,62.931,105.127,53.471,83.213,0.596908
2025-01-01 02:34:14,26.516,61.633,108.56,53.014,84.175,0.640798
2025-01-01 02:34:15,26.345,60.582,105.69,53.842,84.04,0.609115
2025-01-01 02:34:16,26.941,63.581,104.877,53.287,83.305,0.609848
2025-01-01 02:34:17,27.374,61.061,105.646,53.564,84.431,0.59517
2025-01-01 02:34:18,26.161,62.564,104.821,53.766,85.488,0.632511
2025-01-01 02:34:19,26.604,62.688,104.525,52.719,84.734,0.623384
2025-01-01 02:34:20,27.247,62.349,106.658,54.94,83.41,0.596701
2025-01-01 02:34:21,26.979,61.52,106.097,54.403,85.677,0.614243
2025-01-01 02:34:22,27.662,62.184,106.036,53.229,84.079,0.599562
2025-01-01 02:34:23,26.245,61.413,106.732,53.697,82.139,0.610905
2025-01-01 02:34:24,28.123,63.202,105.876,54.199,83.478,0.583842
2025-01-01 02:34:25,26.174,62.993,104.256,53.835,83.107,0.611981
2025-01-01 02:34:26,25.924,62.429,105.966,55.149,82.672,0.613182
2025-01-01 02:34:27,26.905,61.911,104.063,53.43,83.653,0.594283
2025-01-01 02:34:28,26.363,64.616,104.644,54.548,80.975,0.600363
2025-01-01 02:34:29,26.907,61.235,105.007,52.503,85.108,0.614696
2025-01-01 02:34:30,26.885,61.022,104.837,52.6,83.872,0.601861
2025-01-01 02:34:31,26.819,62.513,103.123,54.866,80.881,0.560371
2025-01-01 02:34:32,26.491,62.365,103.876,53.145,83.764,0.608027
2025-01-01 02:34:33,27.123,63.749,104.75,52.528,83.529,0.613389
2025-01-01 02:34:34,26.743,63.326,104.09,53.395,84.708,0.616748
2025-01-01 02:34:35,27.449,62.737,105.755,54.415,84.971,0.604639
2025-01-01 02:34:36,26.801,63.236,105.853,52.762,85.125,0.635492
2025-01-01 02:34:37,26.404,63.246,103.362,53.309,82.473,0.600912
2025-01-01 02:34:38,26.036,64.895,104.468,51.827,83.407,0.646102
2025-01-01 02:34:39,26.789,63.072,105.917,52.903,82.133,0.610663
2025-01-01 02:34:40,26.234,62.165,104.125,54.043,83.834,0.608098
2025-01-01 02:34:41,26.188,63.072,103.777,52.584,80.018,0.592996
2025-01-01 02:34:42,27.12,60.282,104.968,52.159,81.032,0.572606
2025-01-01 02:34:43,25.962,62.895,103.757,52.521,81.992,0.612659
2025-01-01 02:34:44,27.55,64.048,105.225,52.618,82.391,0.600214
2025-01-01 02:34:45,26.917,63.584,103.282,53.682,82.609,0.590022
2025-01-01 02:34:46,26.809,63.307,103.324,53.337,83.892,0.603468
2025-01-01 02:34:47,26.307,63.684,104.51,53.454,81.533,0.6062
2025-01-01 02:34:48,27.199,64.165,103.742,52.98,80.712,0.581339
2025-01-01 02:34:49,26.809,64.513,103.67,52.422,81.747,0.604168
2025-01-01 02:34:50,26.46,63.561,101.573,52.258,81.434,0.587747
2025-01-01 02:34:51,26.896,62.824,103.048,53.185,82.774,0.588144
2025-01-01 02:34:52,25.947,60.852,104.185,54.07,83.889,0.605559
2025-01-01 02:34:53,25.963,64.17,102.456,52.005,83.73,0.629333
2025-01-01 02:34:54,26.213,63.732,103.859,51.901,83.263,0.628351
2025-01-01 02:34:55,26.94,63.395,103.345,51.765,81.221,0.591346
2025-01-01 02:34:56,26.756,62.58,102.795,53.296,81.659,0.577648
2025-01-01 02:34:57,27.274,64.258,104.27,52.554,82.31,0.60035
2025-01-01 02:34:58,26.281,63.061,102.489,52.988,80.824,0.584707
2025-01-01 02:34:59,27.02,63.308,102.476,52.093,80.883,0.577239
2025-01-01 02:35:00,26.668,63.312,102.451,52.949,82.093,0.588353
2025-01-01 02:35:01,26.245,63.842,102.659,52.179,79.954,0.591323
2025-01-01 02:35:02,26.9,62.268,103.261,51.127,82.85,0.601113
2025-01-01 02:35:03,26.666,64.003,100.937,53.055,81.004,0.572308
2025-01-01 02:35:04,26.375,62.744,103.192,52.241,82.082,0.601199
2025-01-01 02:35:05,26.702,62.803,102.307,51.974,81.628,0.586148
2025-01-01 02:35:06,26.607,64.398,102.708,52.4,82.832,0.609287
2025-01-01 02:35:07,26.586,62.541,104.46,50.971,78.72,0.586878
2025-01-01 02:35:08,26.447,64.443,101.47,52.423,82.733,0.602867
2025-01-01 02:35:09,25.991,63.684,100.671,51.552,82.653,0.606858
2025-01-01 02:35:10,26.672,61.958,102.003,51.855,81.451,0.577763
2025-01-01 02:35:11,26.223,64.994,102.075,52.841,81.685,0.604796
2025-01-01 02:35:12,26.105,63.962,102.507,52.393,81.722,0.606682
2025-01-01 02:35:13,26.485,64.069,101.01,51.688,79.871,0.578124
2025-01-01 02:35:14,26.962,64.705,100.631,51.697,80.963,0.578221
2025-01-01 02:35:15,26.678,65.219,99.841,49.678,81.912,0.60444
2025-01-01 02:35:16,26.309,63.943,99.918,51.017,78.645,0.567643
2025-01-01 02:35:17,26.279,64.381,100.782,51.756,81.301,0.594232
2025-01-01 02:35:18,26.872,64.157,100.994,50.959,80.786,0.582913
2025-01-01 02:35:19,25.345,63.465,103.087,50.456,81.381,0.634528
2025-01-01 02:35:20,26.931,62.246,99.241,51.849,79.047,0.533105
2025-01-01 02:35:21,25.585,64.065,101.181,52.456,79.627,0.59148
2025-01-01 02:35:22,25.803,65.25,100.031,50.78,78.789,0.592043
2025-01-01 02:35:23,26.243,64.476,100.891,52.004,78.722,0.573846
2025-01-01 02:35:24,27.574,62.846,100.027,51.829,81.353,0.548538
2025-01-01 02:35:25,27.317,65.032,101.527,50.414,79.595,0.577922
2025-01-01 02:35:26,26.82,63.645,101.432,50.558,79.452,0.575737
2025-01-01 02:35:27,26.633,61.883,100.201,52.528,81.501,0.559699
2025-01-01 02:35:28,25.513,65.013,101.664,50.137,79.726,0.620815
2025-01-01 02:35:29,26.511,63.07,100.896,50.488,81.24,0.589243
2025-01-01 02:35:30,26.146,65.815,101.44,52.492,78.77,0.586751
2025-01-01 02:35:31,26.0,65.202,99.915,50.409,79.559,0.595418
2025-01-01 02:35:32,26.474,63.846,100.821,51.89,78.833,0.565312
2025-01-01 02:35:33,26.149,64.552,99.012,49.934,80.523,0.591861
2025-01-01 02:35:34,26.807,66.536,98.822,50.806,79.562,0.576354
2025-01-01 02:35:35,25.393,65.131,101.783,51.508,80.634,0.622501
2025-01-01 02:35:36,26.386,64.388,98.428,50.209,79.885,0.573879
2025-01-01 02:35:37,25.896,67.057,98.989,50.606,77.312,0.584598
2025-01-01 02:35:38,26.119,64.304,97.439,51.065,79.276,0.560282
2025-01-01 02:35:39,26.463,64.786,98.402,49.691,77.696,0.560805
2025-01-01 02:35:40,25.74,63.286,98.166,52.148,79.9,0.563875
2025-01-01 02:35:41,26.368,62.565,98.401,51.129,80.096,0.555577
2025-01-01 02:35:42,26.167,63.97,99.283,49.956,80.166,0.586267
2025-01-01 02:35:43,25.93,64.314,99.436,49.997,79.174,0.58678
2025-01-01 02:35:44,26.012,64.622,97.8,51.657,77.309,0.547217
2025-01-01 02:35:45,26.157,62.89,97.93,49.787,79.465,0.563762
2025-01-01 02:35:46,25.837,64.987,99.715,49.636,79.648,0.602184
2025-01-01 02:35:47,26.211,63.512,100.249,50.873,78.886,0.572202
2025-01-01 02:35:48,26.055,64.968,99.713,48.779,79.154,0.599537
2025-01-01 02:35:49,25.875,65.31,96.723,49.78,76.732,0.55622
2025-01-01 02:35:50,26.962,63.996,99.472,49.852,79.023,0.561846
2025-01-01 02:35:51,26.361,63.443,100.05,49.165,78.76,0.578363
2025-01-01 02:35:52,25.949,65.967,96.414,48.419,77.381,0.572411
2025-01-01 02:35:53,26.199,65.311,99.106,49.669,79.417,0.589997
2025-01-01 02:35:54,25.599,64.606,98.163,50.108,78.136,0.577247
2025-01-01 02:35:55,25.88,65.937,97.524,48.957,78.951,0.590942
2025-01-01 02:35:56,25.925,64.567,97.872,48.5,79.209,0.588054
2025-01-01 02:35:57,25.447,63.878,98.124,50.392,78.965,0.579614
2025-01-01 02:35:58,26.25,63.511,98.754,49.754,76.908,0.551864
2025-01-01 02:35:59,25.789,64.419,98.617,48.985,78.003,0.582296
2025-01-01 02:36:00,25.85,65.313,95.92,49.955,80.967,0.583933
2025-01-01 02:36:01,25.729,65.945,96.694,49.356,80.034,0.593836
2025-01-01 02:36:02,27.479,64.592,97.353,50.538,79.308,0.535625
2025-01-01 02:36:03,25.653,65.795,98.748,49.583,78.584,0.59658
2025-01-01 02:36:04,24.936,64.381,94.366,47.884,77.017,0.568359
2025-01-01 02:36:05,25.156,63.827,96.4,48.414,77.956,0.578769
2025-01-01 02:36:06,26.321,63.315,95.4,48.397,77.592,0.538588
2025-01-01 02:36:07,26.594,64.127,95.477,49.079,77.945,0.536965
2025-01-01 02:36:08,25.57,63.377,97.75,48.534,76.26,0.561929
2025-01-01 02:36:09,26.536,66.668,96.152,47.82,79.09,0.580927
2025-01-01 02:36:10,26.252,65.11,94.269,49.139,74.669,0.514899
2025-01-01 02:36:11,25.772,64.586,96.364,49.414,78.871,0.570631
2025-01-01 02:36:12,25.721,66.416,98.479,48.479,78.843,0.607561
2025-01-01 02:36:13,25.927,63.403,94.557,48.675,80.533,0.563669
2025-01-01 02:36:14,26.26,64.579,96.817,47.681,77.39,0.563925
2025-01-01 02:36:15,26.005,66.727,97.774,47.984,77.016,0.5873
2025-01-01 02:36:16,25.452,64.594,96.079,47.965,77.734,0.576908
2025-01-01 02:36:17,25.688,67.195,97.978,48.745,78.212,0.603191
2025-01-01 02:36:18,26.751,65.544,95.314,48.451,77.382,0.542774
2025-01-01 02:36:19,25.87,66.075,97.343,47.932,76.021,0.574519
2025-01-01 02:36:20,26.164,66.114,97.031,47.849,78.062,0.583172
2025-01-01 02:36:21,25.983,64.79,95.713,46.52,77.342,0.571264
2025-01-01 02:36:22,25.835,64.31,94.183,49.329,76.084,0.52797
2025-01-01 02:36:23,25.737,64.692,94.594,46.326,75.296,0.55204
2025-01-01 02:36:24,26.115,63.829,93.178,48.283,80.16,0.551849
2025-01-01 02:36:25,26.01,64.759,96.043,47.927,78.147,0.569211
2025-01-01 02:36:26,25.767,64.829,95.85,47.636,77.772,0.57269
2025-01-01 02:36:27,25.272,66.531,95.383,47.794,76.915,0.584313
2025-01-01 02:36:28,25.796,65.444,95.109,47.222,77.834,0.574428
2025-01-01 02:36:29,25.554,67.221,96.518,48.228,75.696,0.578755
2025-01-01 02:36:30,25.417,62.707,95.388,46.608,77.151,0.563726
2025-01-01 02:36:31,26.895,63.657,94.466,47.875,77.157,0.521282
2025-01-01 02:36:32,24.77,64.526,95.098,47.025,75.586,0.573318
2025-01-01 02:36:33,26.003,66.381,96.93,47.181,76.647,0.581288
2025-01-01 02:36:34,25.076,64.786,95.437,47.158,76.232,0.575364
2025-01-01 02:36:35,25.557,63.434,94.357,47.301,75.765,0.541491
2025-01-01 02:36:36,26.759,64.663,94.636,47.792,75.989,0.524103
2025-01-01 02:36:37,24.978,63.717,95.078,47.318,74.543,0.551872
2025-01-01 02:36:38,25.081,63.527,94.128,48.051,77.822,0.562399
2025-01-01 02:36:39,25.418,66.925,93.975,48.098,78.377,0.58293
2025-01-01 02:36:40,24.986,64.58,94.409,47.468,75.346,0.558414
2025-01-01 02:36:41,25.836,65.11,95.876,47.726,77.746,0.572555
2025-01-01 02:36:42,25.11,64.85,95.085,48.76,76.332,0.561416
2025-01-01 02:36:43,25.688,64.696,93.823,45.97,76.315,0.558229
2025-01-01 02:36:44,24.68,64.111,95.04,47.922,74.73,0.558184
2025-01-01 02:36:45,24.425,64.646,94.119,48.259,75.572,0.56513
2025-01-01 02:36:46,25.197,65.298,94.395,47.332,76.838,0.572166
2025-01-01 02:36:47,24.511,66.384,94.245,48.471,74.986,0.570633
2025-01-01 02:36:48,26.038,65.916,91.823,48.33,75.225,0.517362
2025-01-01 02:36:49,24.497,63.753,90.828,46.606,75.464,0.542859
2025-01-01 02:36:50,24.727,65.964,94.045,46.631,71.944,0.549823
2025-01-01 02:36:51,25.436,65.454,92.91,47.23,76.386,0.55366
2025-01-01 02:36:52,24.919,64.357,92.068,46.272,76.716,0.560324
2025-01-01 02:36:53,24.437,65.167,92.831,48.907,76.349,0.560393
2025-01-01 02:36:54,26.199,65.559,94.524,47.336,77.003,0.554219
2025-01-01 02:36:55,24.662,65.036,93.904,46.71,75.299,0.570289
2025-01-01 02:36:56,25.048,65.472,94.266,45.513,77.967,0.598077
2025-01-01 02:36:57,25.025,64.13,93.896,46.812,74.741,0.55014
2025-01-01 02:36:58,25.468,66.988,92.474,45.632,75.447,0.56502
2025-01-01 02:36:59,25.327,63.067,94.119,47.159,75.29,0.539167
2025-01-01 02:37:00,24.666,65.575,93.88,44.521,75.864,0.594484
2025-01-01 02:37:01,24.9,65.365,93.128,47.602,75.316,0.555027
2025-01-01 02:37:02,24.933,65.642,93.257,46.129,75.443,0.56926
2025-01-01 02:37:03,25.404,64.291,93.945,45.088,74.715,0.555852
2025-01-01 02:37:04,24.429,66.169,92.357,46.403,74.967,0.571459
2025-01-01 02:37:05,26.005,64.892,94.15,46.404,72.776,0.522623
2025-01-01 02:37:06,24.6,63.814,93.583,46.315,76.385,0.57198
2025-01-01 02:37:07,24.959,63.905,92.977,47.447,74.161,0.533292
2025-01-01 02:37:08,24.366,65.124,94.464,46.625,74.764,0.577973
2025-01-01 02:37:09,24.281,63.401,91.598,46.935,74.046,0.536861
2025-01-01 02:37:10,24.476,66.797,92.391,46.078,75.968,0.585791
2025-01-01 02:37:11,24.411,66.045,92.13,46.598,74.599,0.564738
2025-01-01 02:37:12,24.673,66.821,93.132,45.19,72.286,0.563806
2025-01-01 02:37:13,24.374,66.714,93.918,46.424,75.522,0.592845
2025-01-01 02:37:14,25.194,64.639,91.716,45.593,74.256,0.53831
2025-01-01 02:37:15,24.438,64.119,95.969,47.238,75.092,0.578696
2025-01-01 02:37:16,24.366,62.308,91.965,46.226,76.088,0.551816
2025-01-01 02:37:17,24.6,64.577,92.955,46.68,73.873,0.549463
2025-01-01 02:37:18,25.276,66.746,92.564,46.344,74.966,0.558971
2025-01-01 02:37:19,24.871,64.15,92.575,47.565,74.071,0.532323
2025-01-01 02:37:20,24.697,64.764,91.705,44.858,76.151,0.571241
2025-01-01 02:37:21,24.014,64.416,93.534,46.003,75.032,0.580178
2025-01-01 02:37:22,24.143,65.342,91.584,45.314,74.881,0.573061
2025-01-01 02:37:23,24.058,66.249,90.64,44.431,73.391,0.568685
2025-01-01 02:37:24,25.334,63.42,91.259,45.241,75.752,0.53756
2025-01-01 02:37:25,24.93,63.607,93.8,46.989,75.876,0.555681
2025-01-01 02:37:26,24.217,66.437,93.58,46.018,73.877,0.581334
2025-01-01 02:37:27,24.35,65.678,90.297,45.859,74.954,0.55767
2025-01-01 02:37:28,24.203,64.681,93.094,46.646,75.448,0.573285
2025-01-01 02:37:29,24.156,66.642,90.276,46.113,77.378,0.586747
2025-01-01 02:37:30,24.813,63.564,92.208,46.506,75.16,0.543337
2025-01-01 02:37:31,24.423,65.855,91.007,46.269,74.665,0.557416
2025-01-01 02:37:32,25.591,64.85,93.086,46.441,74.454,0.53697
2025-01-01 02:37:33,25.159,65.518,92.73,45.644,74.501,0.555134
2025-01-01 02:37:34,25.173,62.518,93.137,46.84,75.514,0.53515
2025-01-01 02:37:35,24.837,64.638,91.845,45.031,73.511,0.54531
2025-01-01 02:37:36,24.274,65.629,91.933,45.931,75.666,0.576811
2025-01-01 02:37:37,24.768,64.822,90.61,46.878,72.675,0.517882
2025-01-01 02:37:38,24.279,66.133,91.065,45.878,75.302,0.571191
2025-01-01 02:37:39,25.252,66.092,93.031,45.659,75.614,0.568639
2025-01-01 02:37:40,24.623,63.904,92.437,47.837,75.427,0.544166
2025-01-01 02:37:41,24.537,65.679,92.163,47.144,74.763,0.556821
2025-01-01 02:37:42,24.453,63.854,93.31,46.127,74.892,0.562602
2025-01-01 02:37:43,25.244,64.893,90.739,45.243,73.918,0.531316
2025-01-01 02:37:44,23.641,65.486,92.751,44.397,73.029,0.585672
2025-01-01 02:37:45,25.261,63.986,90.844,46.599,74.66,0.520987
2025-01-01 02:37:46,24.233,65.599,93.495,47.052,74.425,0.571091
2025-01-01 02:37:47,23.608,64.298,92.556,46.364,75.432,0.581384
2025-01-01 02:37:48,23.919,64.213,92.972,44.688,74.137,0.578833
2025-01-01 02:37:49,23.454,65.491,91.303,46.195,74.48,0.577428
2025-01-01 02:37:50,24.591,63.939,94.184,45.688,74.618,0.567875
2025-01-01 02:37:51,23.729,63.878,93.999,46.218,74.944,0.58372
2025-01-01 02:37:52,24.317,65.795,92.43,47.656,75.38,0.565877
2025-01-01 02:37:53,24.785,64.852,93.176,46.746,73.082,0.542073
2025-01-01 02:37:54,23.866,63.279,91.7,46.59,75.054,0.55687
2025-01-01 02:37:55,24.053,65.578,90.736,46.107,73.981,0.557055
2025-01-01 02:37:56,23.52,64.305,92.804,46.491,74.955,0.580436
2025-01-01 02:37:57,23.963,63.297,91.094,45.597,75.945,0.56485
2025-01-01 02:37:58,25.429,62.181,93.329,46.636,71.628,0.497553
2025-01-01 02:37:59,24.516,65.58,93.073,46.056,75.603,0.57842
2025-01-01 02:38:00,23.979,63.805,92.268,45.571,73.992,0.561431
2025-01-01 02:38:01,23.791,63.409,92.22,46.901,73.097,0.545084
2025-01-01 02:38:02,24.061,65.28,93.04,44.484,73.587,0.581068
2025-01-01 02:38:03,24.132,65.434,92.335,45.854,72.864,0.559249
2025-01-01 02:38:04,23.843,63.828,91.668,46.802,74.701,0.556731
2025-01-01 02:38:05,24.303,65.515,90.57,47.314,72.841,0.531326
2025-01-01 02:38:06,23.547,66.644,93.057,46.735,75.519,0.601512
2025-01-01 02:38:07,23.53,65.923,92.479,45.843,74.896,0.593763
2025-01-01 02:38:08,24.179,65.753,94.883,46.365,74.331,0.588223
2025-01-01 02:38:09,23.396,64.863,92.048,46.664,71.607,0.552825
2025-01-01 02:38:10,24.33,64.091,92.463,47.706,72.457,0.528687
2025-01-01 02:38:11,23.944,64.465,92.505,47.221,73.941,0.556298
2025-01-01 02:38:12,23.023,64.947,92.849,47.254,74.001,0.583037
2025-01-01 02:38:13,23.978,63.234,91.252,46.593,75.154,0.551398
2025-01-01 02:38:14,23.067,63.708,92.163,45.713,70.526,0.550614
2025-01-01 02:38:15,24.242,63.034,93.09,45.474,73.106,0.549656
2025-01-01 02:38:16,23.757,64.682,91.952,46.388,75.018,0.572756
2025-01-01 02:38:17,24.793,64.515,93.099,47.22,73.605,0.539576
2025-01-01 02:38:18,24.39,63.763,92.431,46.291,73.446,0.543417
2025-01-01 02:38:19,23.31,65.221,92.762,47.183,72.07,0.562845
2025-01-01 02:38:20,22.816,63.34,93.538,46.122,75.273,0.599537
2025-01-01 02:38:21,23.436,63.678,92.187,46.279,73.419,0.561989
2025-01-01 02:38:22,23.189,65.132,90.991,47.953,75.313,0.572141
2025-01-01 02:38:23,24.7,65.264,92.207,47.475,75.759,0.556213
2025-01-01 02:38:24,23.768,63.523,91.678,46.652,75.581,0.564539
2025-01-01 02:38:25,24.227,64.534,90.409,46.269,73.962,0.541534
2025-01-01 02:38:26,23.605,63.506,92.461,47.73,73.421,0.548335
2025-01-01 02:38:27,23.645,64.07,92.8,47.709,73.341,0.553748
2025-01-01 02:38:28,23.705,64.394,93.656,47.558,76.367,0.587168
2025-01-01 02:38:29,24.262,64.793,91.531,46.943,73.754,0.544641
2025-01-01 02:38:30,23.852,64.532,92.795,46.249,75.275,0.579118
2025-01-01 02:38:31,23.155,64.47,93.871,47.153,74.594,0.589968
2025-01-01 02:38:32,24.482,63.1,92.206,48.331,73.525,0.520055
2025-01-01 02:38:33,23.512,64.548,93.356,46.519,73.72,0.576348
2025-01-01 02:38:34,23.418,64.692,94.457,47.326,75.448,0.595894
2025-01-01 02:38:35,22.219,64.811,91.037,48.639,74.071,0.576332
2025-01-01 02:38:36,23.939,63.384,93.214,47.13,73.495,0.550878
2025-01-01 02:38:37,23.66,65.0,94.146,47.315,73.078,0.571378
2025-01-01 02:38:38,23.648,62.748,92.676,46.38,74.437,0.561789
2025-01-01 02:38:39,23.385,63.615,94.457,48.003,73.441,0.567555
2025-01-01 02:38:40,23.287,63.75,93.75,46.957,74.782,0.583878
2025-01-01 02:38:41,23.378,62.744,94.931,46.352,77.13,0.606751
2025-01-01 02:38:42,23.783,63.695,93.79,46.878,74.708,0.572879
2025-01-01 02:38:43,23.859,64.187,95.108,47.854,76.261,0.590281
2025-01-01 02:38:44,23.413,62.12,93.603,46.47,73.248,0.559062
2025-01-01 02:38:45,23.992,63.53,91.985,46.673,74.937,0.556561
2025-01-01 02:38:46,23.467,62.156,92.771,48.277,75.634,0.557973
2025-01-01 02:38:47,23.243,65.925,94.471,47.82,75.794,0.60786
2025-01-01 02:38:48,23.583,64.075,94.503,47.195,75.686,0.591047
2025-01-01 02:38:49,22.794,63.967,93.246,47.718,74.183,0.582017
2025-01-01 02:38:50,23.579,64.052,95.414,49.415,75.244,0.578135
2025-01-01 02:38:51,22.681,64.402,93.31,49.1,72.968,0.568151
2025-01-01 02:38:52,22.928,64.754,94.18,48.039,76.131,0.605193
2025-01-01 02:38:53,22.422,62.191,94.208,48.829,73.075,0.567352
2025-01-01 02:38:54,23.333,65.042,92.499,48.324,75.737,0.58056
2025-01-01 02:38:55,24.215,64.956,93.776,46.859,75.499,0.579083
2025-01-01 02:38:56,23.342,63.621,96.325,46.767,75.508,0.608314
