time,温度,湿度,A,B,C,label
2025-01-01 02:27:29,26.89,67.69,96.86,48.01,81.98,0
2025-01-01 02:27:30,26.88,67.71,96.9,48.05,82.07,0
2025-01-01 02:27:31,26.93,67.74,96.86,48.02,82.12,0
2025-01-01 02:27:32,26.91,67.62,96.79,47.92,82.02,0
2025-01-01 02:27:33,26.84,67.68,96.73,47.92,82.18,0
2025-01-01 02:27:34,26.81,67.7,96.67,47.98,82.2,0
2025-01-01 02:27:35,26.81,67.67,96.67,47.93,82.23,0
2025-01-01 02:27:36,26.77,67.59,96.58,48.04,82.16,0
2025-01-01 02:27:37,26.83,67.65,96.57,48.01,82.26,0
2025-01-01 02:27:38,26.82,67.6,96.44,48.0,82.35,0
2025-01-01 02:27:39,26.79,67.7,96.46,47.99,82.33,0
2025-01-01 02:27:40,26.71,67.58,96.38,47.89,82.35,0
2025-01-01 02:27:41,26.74,67.62,96.36,47.97,82.46,0
2025-01-01 02:27:42,26.65,67.57,96.39,47.97,82.36,0
2025-01-01 02:27:43,26.79,67.6,96.35,48.0,82.5,0
2025-01-01 02:27:44,26.56,67.53,96.31,47.94,82.48,0
2025-01-01 02:27:45,26.69,67.5,96.22,48.03,82.55,0
2025-01-01 02:27:46,26.63,67.48,96.2,48.03,82.58,0
2025-01-01 02:27:47,26.64,67.52,96.18,48.03,82.6,0
2025-01-01 02:27:48,26.59,67.56,96.05,48.01,82.6,0
2025-01-01 02:27:49,26.51,67.5,96.05,48.03,82.64,0
2025-01-01 02:27:50,26.62,67.51,95.97,48.12,82.67,0
2025-01-01 02:27:51,26.6,67.46,95.99,48.07,82.78,0
2025-01-01 02:27:52,26.59,67.42,95.95,48.02,82.78,0
2025-01-01 02:27:53,26.56,67.4,95.98,48.11,82.86,0
2025-01-01 02:27:54,26.48,67.4,95.87,48.19,82.8,0
2025-01-01 02:27:55,26.56,67.44,95.84,48.07,82.85,0
2025-01-01 02:27:56,26.55,67.37,95.78,48.12,82.8,0
2025-01-01 02:27:57,26.48,67.41,95.8,48.06,82.83,0
2025-01-01 02:27:58,26.51,67.34,95.7,48.15,82.95,0
2025-01-01 02:27:59,26.38,67.45,95.68,48.15,83.04,0
2025-01-01 02:28:00,26.46,67.33,95.61,48.22,83.01,0
2025-01-01 02:28:01,26.32,67.37,95.65,48.12,82.96,0
2025-01-01 02:28:02,26.39,67.32,95.59,48.15,83.19,0
2025-01-01 02:28:03,26.38,67.31,95.54,48.09,83.12,0
2025-01-01 02:28:04,26.4,67.33,95.55,48.23,82.94,0
2025-01-01 02:28:05,26.35,67.28,95.49,48.23,83.09,0
2025-01-01 02:28:06,26.3,67.2,95.58,48.17,83.09,0
2025-01-01 02:28:07,26.24,67.18,95.48,48.24,83.11,0
2025-01-01 02:28:08,26.29,67.21,95.4,48.23,83.17,0
2025-01-01 02:28:09,26.26,67.13,95.42,48.24,83.29,0
2025-01-01 02:28:10,26.24,67.21,95.47,48.19,83.2,0
2025-01-01 02:28:11,26.29,67.13,95.37,48.31,83.3,0
2025-01-01 02:28:12,26.2,67.09,95.23,48.29,83.25,0
2025-01-01 02:28:13,26.13,67.08,95.31,48.32,83.28,0
2025-01-01 02:28:14,26.18,67.08,95.37,48.3,83.4,0
2025-01-01 02:28:15,26.19,67.12,95.3,48.33,83.31,0
2025-01-01 02:28:16,26.21,67.08,95.21,48.41,83.31,0
2025-01-01 02:28:17,26.12,67.05,95.32,48.39,83.37,0
2025-01-01 02:28:18,26.09,67.04,95.27,48.4,83.31,0
2025-01-01 02:28:19,25.95,66.98,95.15,48.4,83.41,0
2025-01-01 02:28:20,26.15,66.96,95.23,48.47,83.32,0
2025-01-01 02:28:21,26.01,66.87,95.26,48.37,83.44,0
2025-01-01 02:28:22,26.0,66.86,95.16,48.48,83.49,0
2025-01-01 02:28:23,26.02,66.9,95.16,48.56,83.42,0
2025-01-01 02:28:24,26.01,66.82,95.1,48.54,83.54,0
2025-01-01 02:28:25,25.98,66.8,95.2,48.53,83.5,0
2025-01-01 02:28:26,25.87,66.76,95.03,48.59,83.59,0
2025-01-01 02:28:27,25.87,66.75,95.08,48.6,83.59,0
2025-01-01 02:28:28,25.85,66.78,95.16,48.56,83.59,0
2025-01-01 02:28:29,25.9,66.72,95.1,48.58,83.64,0
2025-01-01 02:28:30,25.86,66.67,95.09,48.63,83.62,0
2025-01-01 02:28:31,25.87,66.68,95.02,48.75,83.54,0
2025-01-01 02:28:32,25.89,66.63,95.01,48.74,83.69,0
2025-01-01 02:28:33,25.82,66.68,95.01,48.83,83.71,0
2025-01-01 02:28:34,25.84,66.64,94.91,48.83,83.71,0
2025-01-01 02:28:35,25.77,66.61,95.0,48.77,83.71,0
2025-01-01 02:28:36,25.69,66.65,95.12,48.8,83.64,0
2025-01-01 02:28:37,25.72,66.61,95.03,48.94,83.78,0
2025-01-01 02:28:38,25.61,66.51,95.03,48.86,83.83,0
2025-01-01 02:28:39,25.64,66.59,94.97,48.92,83.72,0
2025-01-01 02:28:40,25.69,66.58,95.01,49.03,83.74,0
2025-01-01 02:28:41,25.65,66.54,94.95,48.97,83.82,0
2025-01-01 02:28:42,25.67,66.53,94.96,49.01,83.74,0
2025-01-01 02:28:43,25.57,66.44,95.06,49.05,83.82,0
2025-01-01 02:28:44,25.61,66.45,95.02,49.03,83.78,0
2025-01-01 02:28:45,25.56,66.36,95.03,49.16,83.87,0
2025-01-01 02:28:46,25.46,66.35,95.01,49.04,83.85,0
2025-01-01 02:28:47,25.55,66.43,95.1,49.08,83.85,0
2025-01-01 02:28:48,25.5,66.3,95.02,49.17,83.9,0
2025-01-01 02:28:49,25.56,66.31,94.99,49.15,83.98,0
2025-01-01 02:28:50,25.51,66.3,95.02,49.32,83.88,0
2025-01-01 02:28:51,25.36,66.27,94.97,49.28,83.97,0
2025-01-01 02:28:52,25.35,66.19,95.08,49.27,83.93,0
2025-01-01 02:28:53,25.43,66.25,95.01,49.2,83.94,0
2025-01-01 02:28:54,25.31,66.23,95.05,49.35,83.96,0
2025-01-01 02:28:55,25.28,66.15,95.09,49.4,83.91,0
2025-01-01 02:28:56,25.33,66.21,95.12,49.39,84.01,0
2025-01-01 02:28:57,25.37,66.13,95.11,49.4,84.02,0
2025-01-01 02:28:58,25.36,66.09,95.11,49.48,83.92,0
2025-01-01 02:28:59,25.32,66.01,95.12,49.52,83.98,0
2025-01-01 02:29:00,25.32,66.05,95.16,49.46,83.99,0
2025-01-01 02:29:01,25.25,66.02,95.11,49.64,83.98,0
2025-01-01 02:29:02,25.19,65.95,95.2,49.61,83.97,0
2025-01-01 02:29:03,25.2,66.0,95.19,49.59,83.93,0
2025-01-01 02:29:04,25.19,65.89,95.08,49.65,83.97,0
2025-01-01 02:29:05,25.15,65.93,95.09,49.68,84.03,0
2025-01-01 02:29:06,25.12,65.81,95.19,49.77,83.98,0
2025-01-01 02:29:07,25.09,65.86,95.26,49.72,84.0,0
2025-01-01 02:29:08,25.05,65.87,95.32,49.8,84.05,0
2025-01-01 02:29:09,25.05,65.78,95.25,49.85,84.0,0
2025-01-01 02:29:10,25.07,65.75,95.31,49.94,83.9,0
2025-01-01 02:29:11,25.15,65.71,95.32,49.98,84.03,0
2025-01-01 02:29:12,25.06,65.76,95.34,49.99,83.94,0
2025-01-01 02:29:13,25.03,65.7,95.43,50.02,84.01,0
2025-01-01 02:29:14,24.97,65.63,95.38,49.95,84.09,0
2025-01-01 02:29:15,25.02,65.63,95.46,50.09,83.95,0
2025-01-01 02:29:16,24.98,65.65,95.41,50.01,83.94,0
2025-01-01 02:29:17,24.93,65.5,95.46,50.08,84.0,0
2025-01-01 02:29:18,24.89,65.53,95.52,50.1,84.01,0
2025-01-01 02:29:19,24.85,65.5,95.52,50.2,84.0,0
2025-01-01 02:29:20,24.93,65.47,95.52,50.26,84.01,0
2025-01-01 02:29:21,24.9,65.44,95.51,50.36,83.96,0
2025-01-01 02:29:22,24.77,65.45,95.56,50.26,83.99,0
2025-01-01 02:29:23,24.8,65.36,95.72,50.31,83.94,0
2025-01-01 02:29:24,24.84,65.32,95.66,50.3,83.99,0
2025-01-01 02:29:25,24.77,65.32,95.71,50.42,84.01,0
2025-01-01 02:29:26,24.7,65.26,95.78,50.37,83.99,0
2025-01-01 02:29:27,24.77,65.18,95.75,50.49,83.96,0
2025-01-01 02:29:28,24.69,65.27,95.86,50.44,84.05,0
2025-01-01 02:29:29,24.6,65.13,95.81,50.49,83.94,0
2025-01-01 02:29:30,24.64,65.14,95.86,50.51,83.98,0
2025-01-01 02:29:31,24.65,65.13,95.9,50.63,83.92,0
2025-01-01 02:29:32,24.57,65.06,95.93,50.63,83.98,0
2025-01-01 02:29:33,24.69,65.12,95.93,50.63,83.82,0
2025-01-01 02:29:34,24.58,65.02,95.9,50.77,83.9,0
2025-01-01 02:29:35,24.47,65.0,96.14,50.8,83.91,0
2025-01-01 02:29:36,24.56,65.05,96.08,50.75,83.94,0
2025-01-01 02:29:37,24.48,65.03,96.09,50.73,83.9,0
2025-01-01 02:29:38,24.56,64.96,96.17,50.81,83.93,0
2025-01-01 02:29:39,24.49,64.85,96.18,50.87,83.83,0
2025-01-01 02:29:40,24.4,64.85,96.25,50.9,83.79,0
2025-01-01 02:29:41,24.47,64.89,96.25,50.89,83.74,0
2025-01-01 02:29:42,24.48,64.84,96.34,50.85,83.87,0
2025-01-01 02:29:43,24.4,64.63,96.42,51.0,83.89,0
2025-01-01 02:29:44,24.33,64.64,96.4,51.0,83.77,0
2025-01-01 02:29:45,24.3,64.74,96.45,51.03,83.8,0
2025-01-01 02:29:46,24.35,64.67,96.49,51.01,83.74,0
2025-01-01 02:29:47,24.36,64.7,96.53,51.15,83.8,0
2025-01-01 02:29:48,24.33,64.64,96.65,51.06,83.79,0
2025-01-01 02:29:49,24.35,64.55,96.65,51.08,83.73,0
2025-01-01 02:29:50,24.26,64.49,96.69,51.16,83.76,0
2025-01-01 02:29:51,24.22,64.47,96.78,51.14,83.76,0
2025-01-01 02:29:52,24.2,64.49,96.83,51.06,83.75,0
2025-01-01 02:29:53,24.29,64.42,96.85,51.18,83.71,0
2025-01-01 02:29:54,24.32,64.3,96.86,51.29,83.74,0
2025-01-01 02:29:55,24.11,64.34,96.91,51.24,83.66,0
2025-01-01 02:29:56,24.09,64.33,96.94,51.3,83.61,0
2025-01-01 02:29:57,24.13,64.25,97.08,51.31,83.63,0
2025-01-01 02:29:58,24.12,64.27,97.09,51.39,83.6,0
2025-01-01 02:29:59,24.07,64.24,97.11,51.37,83.54,0
2025-01-01 02:30:00,34.14,44.16,127.25,36.4,108.62,1
2025-01-01 02:30:01,34.03,44.07,127.16,36.55,108.53,1
2025-01-01 02:30:02,34.1,44.07,127.3,36.46,108.68,1
2025-01-01 02:30:03,34.01,44.06,127.36,36.42,108.54,1
2025-01-01 02:30:04,34.01,44.03,127.42,36.5,108.54,1
2025-01-01 02:30:05,34.07,44.01,127.43,36.45,108.51,1
2025-01-01 02:30:06,33.94,44.01,127.56,36.5,108.44,1
2025-01-01 02:30:07,34.0,44.0,127.59,36.54,108.37,1
2025-01-01 02:30:08,33.9,43.88,127.64,36.59,108.39,1
2025-01-01 02:30:09,33.89,43.92,127.65,36.57,108.5,1
2025-01-01 02:30:10,33.87,43.89,127.74,36.54,108.35,1
2025-01-01 02:30:11,33.92,43.82,127.71,36.66,108.33,1
2025-01-01 02:30:12,33.88,43.92,127.86,36.69,108.32,1
2025-01-01 02:30:13,33.79,43.8,127.86,36.66,108.4,1
2025-01-01 02:30:14,33.81,43.78,127.97,36.66,108.31,1
2025-01-01 02:30:15,33.77,43.73,128.07,36.71,108.34,1
2025-01-01 02:30:16,33.79,43.69,128.21,36.85,108.24,1
2025-01-01 02:30:17,33.78,43.56,128.16,36.76,108.18,1
2025-01-01 02:30:18,33.81,43.56,128.15,36.78,108.17,1
2025-01-01 02:30:19,33.73,43.63,128.21,36.81,108.14,1
2025-01-01 02:30:20,23.67,63.5,98.43,51.83,83.17,0
2025-01-01 02:30:21,23.67,63.45,98.28,51.89,83.14,0
2025-01-01 02:30:22,23.69,63.44,98.52,51.83,83.09,0
2025-01-01 02:30:23,23.75,63.39,98.39,51.76,83.06,0
2025-01-01 02:30:24,23.66,63.4,98.49,51.83,83.01,0
2025-01-01 02:30:25,23.68,63.39,98.69,51.88,83.11,0
2025-01-01 02:30:26,23.57,63.3,98.6,51.9,83.01,0
2025-01-01 02:30:27,23.47,63.3,98.76,51.85,82.98,0
2025-01-01 02:30:28,23.5,63.17,98.86,51.83,82.94,0
2025-01-01 02:30:29,23.48,63.19,98.86,51.94,82.94,0
2025-01-01 02:30:30,23.61,63.11,98.84,51.88,82.82,0
2025-01-01 02:30:31,23.52,63.09,98.98,51.84,82.86,0
2025-01-01 02:30:32,23.56,63.09,98.92,51.93,82.79,0
2025-01-01 02:30:33,23.48,63.01,99.17,51.94,82.82,0
2025-01-01 02:30:34,23.46,63.01,99.13,51.99,82.75,0
2025-01-01 02:30:35,23.52,62.98,99.2,52.0,82.77,0
2025-01-01 02:30:36,23.47,62.92,99.25,51.97,82.69,0
2025-01-01 02:30:37,23.46,62.95,99.36,52.04,82.74,0
2025-01-01 02:30:38,23.39,62.88,99.33,51.98,82.6,0
2025-01-01 02:30:39,23.38,62.73,99.51,51.96,82.67,0
2025-01-01 02:30:40,23.36,62.67,99.49,51.96,82.6,0
2025-01-01 02:30:41,23.42,62.81,99.56,51.92,82.53,0
2025-01-01 02:30:42,23.36,62.69,99.56,51.97,82.6,0
2025-01-01 02:30:43,23.33,62.66,99.68,51.97,82.53,0
2025-01-01 02:30:44,23.31,62.65,99.79,52.0,82.49,0
2025-01-01 02:30:45,23.25,62.58,99.89,52.0,82.43,0
2025-01-01 02:30:46,23.28,62.48,99.9,52.08,82.37,0
2025-01-01 02:30:47,23.26,62.5,99.95,52.0,82.41,0
2025-01-01 02:30:48,23.18,62.5,100.02,51.91,82.36,0
2025-01-01 02:30:49,23.22,62.38,100.08,51.93,82.28,0
2025-01-01 02:30:50,23.2,62.3,100.08,51.95,82.28,0
2025-01-01 02:30:51,23.21,62.3,100.15,52.0,82.25,0
2025-01-01 02:30:52,23.13,62.4,100.27,51.99,82.19,0
2025-01-01 02:30:53,23.2,62.3,100.24,51.96,82.16,0
2025-01-01 02:30:54,23.14,62.27,100.33,51.99,82.23,0
2025-01-01 02:30:55,23.12,62.16,100.38,51.96,82.06,0
2025-01-01 02:30:56,23.09,62.18,100.51,51.96,81.99,0
2025-01-01 02:30:57,23.13,62.1,100.58,51.93,82.02,0
2025-01-01 02:30:58,23.05,62.01,100.59,51.97,82.02,0
2025-01-01 02:30:59,23.03,61.98,100.68,52.0,81.93,0
2025-01-01 02:31:00,23.05,61.97,100.82,51.93,81.97,0
2025-01-01 02:31:01,23.08,62.04,100.75,51.88,81.96,0
2025-01-01 02:31:02,23.06,61.89,100.72,51.95,81.79,0
2025-01-01 02:31:03,22.96,61.9,100.96,52.02,81.81,0
2025-01-01 02:31:04,22.94,61.89,101.03,51.91,81.8,0
2025-01-01 02:31:05,22.95,61.84,101.15,51.88,81.78,0
2025-01-01 02:31:06,22.88,61.72,101.16,51.91,81.67,0
2025-01-01 02:31:07,22.94,61.77,101.12,51.99,81.72,0
2025-01-01 02:31:08,22.96,61.69,101.34,51.94,81.64,0
2025-01-01 02:31:09,22.95,61.62,101.3,51.95,81.64,0
2025-01-01 02:31:10,22.93,61.67,101.4,51.82,81.66,0
2025-01-01 02:31:11,22.91,61.6,101.43,51.91,81.64,0
2025-01-01 02:31:12,22.85,61.59,101.49,51.74,81.44,0
2025-01-01 02:31:13,22.88,61.55,101.58,51.86,81.6,0
2025-01-01 02:31:14,22.87,61.44,101.6,51.89,81.37,0
2025-01-01 02:31:15,22.89,61.42,101.63,51.73,81.47,0
2025-01-01 02:31:16,22.77,61.38,101.68,51.88,81.36,0
2025-01-01 02:31:17,22.73,61.32,101.86,51.72,81.3,0
2025-01-01 02:31:18,22.85,61.32,101.78,51.76,81.27,0
2025-01-01 02:31:19,22.78,61.31,101.91,51.73,81.24,0
2025-01-01 02:31:20,22.81,61.18,101.85,51.71,81.22,0
2025-01-01 02:31:21,22.73,61.15,102.0,51.7,81.1,0
2025-01-01 02:31:22,22.77,61.01,102.1,51.7,81.15,0
2025-01-01 02:31:23,22.62,61.12,102.1,51.75,81.11,0
2025-01-01 02:31:24,22.65,60.98,102.16,51.69,81.11,0
2025-01-01 02:31:25,22.7,61.03,102.23,51.63,81.07,0
2025-01-01 02:31:26,22.66,61.02,102.27,51.66,81.0,0
2025-01-01 02:31:27,22.72,61.04,102.22,51.63,80.96,0
2025-01-01 02:31:28,22.68,60.91,102.42,51.58,80.94,0
2025-01-01 02:31:29,22.69,60.86,102.45,51.55,80.84,0
2025-01-01 02:31:30,22.72,60.76,102.56,51.56,80.79,0
2025-01-01 02:31:31,22.63,60.85,102.55,51.57,80.84,0
2025-01-01 02:31:32,22.57,60.69,102.63,51.42,80.6,0
2025-01-01 02:31:33,22.57,60.81,102.66,51.48,80.74,0
2025-01-01 02:31:34,22.58,60.65,102.79,51.44,80.66,0
2025-01-01 02:31:35,22.61,60.57,102.72,51.33,80.65,0
2025-01-01 02:31:36,22.55,60.63,102.84,51.32,80.56,0
2025-01-01 02:31:37,22.59,60.53,102.94,51.34,80.58,0
2025-01-01 02:31:38,22.45,60.49,102.92,51.27,80.56,0
2025-01-01 02:31:39,22.49,60.43,103.05,51.32,80.5,0
2025-01-01 02:31:40,22.43,60.38,103.14,51.33,80.37,0
2025-01-01 02:31:41,22.51,60.33,103.16,51.15,80.4,0
2025-01-01 02:31:42,22.51,60.29,103.12,51.26,80.26,0
2025-01-01 02:31:43,22.42,60.3,103.14,51.19,80.3,0
2025-01-01 02:31:44,22.43,60.26,103.25,51.22,80.2,0
2025-01-01 02:31:45,22.43,60.25,103.2,51.16,80.23,0
2025-01-01 02:31:46,22.32,60.16,103.34,51.12,80.16,0
2025-01-01 02:31:47,22.45,60.19,103.4,51.06,80.07,0
2025-01-01 02:31:48,22.45,60.05,103.39,51.08,80.16,0
2025-01-01 02:31:49,22.48,60.07,103.44,50.99,80.16,0
2025-01-01 02:31:50,22.39,60.06,103.52,50.99,80.0,0
2025-01-01 02:31:51,22.33,60.04,103.55,51.06,79.96,0
2025-01-01 02:31:52,22.37,59.89,103.58,50.9,79.96,0
2025-01-01 02:31:53,22.38,59.98,103.57,50.99,79.86,0
2025-01-01 02:31:54,22.39,59.81,103.69,50.78,79.83,0
2025-01-01 02:31:55,22.36,59.91,103.62,50.87,79.8,0
2025-01-01 02:31:56,22.25,59.73,103.74,50.86,79.79,0
2025-01-01 02:31:57,22.27,59.65,103.83,50.8,79.83,0
2025-01-01 02:31:58,22.31,59.76,103.87,50.82,79.73,0
2025-01-01 02:31:59,22.34,59.55,103.87,50.72,79.73,0
2025-01-01 02:32:00,22.26,59.61,103.96,50.73,79.63,0
2025-01-01 02:32:01,22.36,59.6,103.94,50.62,79.61,0
2025-01-01 02:32:02,22.26,59.53,104.06,50.64,79.52,0
2025-01-01 02:32:03,22.27,59.49,103.99,50.71,79.48,0
2025-01-01 02:32:04,22.32,59.41,104.1,50.6,79.47,0
2025-01-01 02:32:05,22.28,59.45,104.1,50.55,79.46,0
2025-01-01 02:32:06,22.2,59.32,104.15,50.43,79.3,0
2025-01-01 02:32:07,22.34,59.42,104.15,50.55,79.4,0
2025-01-01 02:32:08,22.27,59.3,104.25,50.5,79.34,0
2025-01-01 02:32:09,22.16,59.37,104.37,50.34,79.29,0
2025-01-01 02:32:10,22.33,59.28,104.33,50.33,79.27,0
2025-01-01 02:32:11,22.23,59.23,104.26,50.31,79.18,0
2025-01-01 02:32:12,22.2,59.14,104.32,50.32,79.12,0
2025-01-01 02:32:13,22.21,59.04,104.4,50.31,79.05,0
2025-01-01 02:32:14,22.27,59.03,104.46,50.28,79.12,0
2025-01-01 02:32:15,22.2,59.06,104.48,50.33,79.09,0
2025-01-01 02:32:16,22.21,58.92,104.34,50.19,78.96,0
2025-01-01 02:32:17,22.15,58.94,104.52,50.14,79.0,0
2025-01-01 02:32:18,22.17,58.91,104.61,50.14,78.92,0
2025-01-01 02:32:19,22.19,58.96,104.54,50.12,78.87,0
2025-01-01 02:32:20,22.15,58.8,104.54,50.15,78.81,0
2025-01-01 02:32:21,22.08,58.8,104.65,50.1,78.74,0
2025-01-01 02:32:22,22.2,58.85,104.58,49.99,78.7,0
2025-01-01 02:32:23,22.23,58.64,104.62,50.01,78.69,0
2025-01-01 02:32:24,22.09,58.67,104.78,49.92,78.68,0
2025-01-01 02:32:25,22.07,58.65,104.73,49.87,78.68,0
2025-01-01 02:32:26,22.09,58.5,104.73,49.97,78.55,0
2025-01-01 02:32:27,22.13,58.62,104.72,49.76,78.58,0
2025-01-01 02:32:28,22.19,58.49,104.76,49.75,78.53,0
2025-01-01 02:32:29,22.13,58.48,104.75,49.79,78.54,0
2025-01-01 02:32:30,22.14,58.42,104.76,49.83,78.47,0
2025-01-01 02:32:31,22.08,58.32,104.76,49.67,78.45,0
2025-01-01 02:32:32,22.07,58.36,104.75,49.74,78.35,0
2025-01-01 02:32:33,22.1,58.29,104.82,49.6,78.37,0
2025-01-01 02:32:34,22.03,58.29,104.85,49.64,78.36,0
2025-01-01 02:32:35,22.06,58.26,104.85,49.64,78.26,0
2025-01-01 02:32:36,22.06,58.18,104.84,49.64,78.27,0
2025-01-01 02:32:37,22.07,58.14,104.95,49.48,78.22,0
2025-01-01 02:32:38,22.17,58.07,104.93,49.49,78.2,0
2025-01-01 02:32:39,22.05,58.05,104.93,49.42,78.02,0
2025-01-01 02:32:40,22.02,58.03,104.88,49.42,78.07,0
2025-01-01 02:32:41,22.05,58.11,105.0,49.41,78.16,0
2025-01-01 02:32:42,22.05,57.96,104.9,49.41,78.13,0
2025-01-01 02:32:43,22.09,58.0,104.82,49.43,77.99,0
2025-01-01 02:32:44,22.16,57.98,105.0,49.27,77.97,0
2025-01-01 02:32:45,21.94,57.9,104.84,49.24,78.01,0
2025-01-01 02:32:46,22.07,57.74,104.91,49.19,77.9,0
2025-01-01 02:32:47,22.08,57.8,104.93,49.22,77.9,0
2025-01-01 02:32:48,22.05,57.86,105.02,49.21,77.92,0
2025-01-01 02:32:49,22.07,57.67,105.05,49.11,77.75,0
2025-01-01 02:32:50,21.98,57.72,105.03,49.15,77.79,0
2025-01-01 02:32:51,22.03,57.64,105.03,49.04,77.66,0
2025-01-01 02:32:52,22.0,57.61,104.97,49.15,77.72,0
2025-01-01 02:32:53,22.02,57.51,105.05,48.95,77.68,0
2025-01-01 02:32:54,21.99,57.51,105.02,48.93,77.55,0
2025-01-01 02:32:55,21.97,57.51,105.02,48.94,77.7,0
2025-01-01 02:32:56,22.08,57.48,104.96,48.98,77.58,0
2025-01-01 02:32:57,21.97,57.39,104.94,48.86,77.48,0
2025-01-01 02:32:58,22.06,57.35,104.94,48.9,77.5,0
2025-01-01 02:32:59,22.06,57.32,104.92,48.82,77.42,0
2025-01-01 02:33:00,22.03,57.33,104.91,48.81,77.5,0
2025-01-01 02:33:01,21.93,57.22,104.98,48.84,77.44,0
2025-01-01 02:33:02,22.04,57.24,104.95,48.85,77.35,0
2025-01-01 02:33:03,21.86,57.08,104.96,48.72,77.32,0
2025-01-01 02:33:04,22.01,57.19,104.98,48.74,77.27,0
2025-01-01 02:33:05,21.98,57.13,104.95,48.71,77.32,0
2025-01-01 02:33:06,22.01,57.13,104.91,48.62,77.17,0
2025-01-01 02:33:07,22.04,56.99,104.99,48.65,77.22,0
2025-01-01 02:33:08,21.95,57.02,104.91,48.63,77.23,0
2025-01-01 02:33:09,22.01,56.9,104.93,48.63,77.19,0
2025-01-01 02:33:10,22.03,56.94,104.87,48.54,77.26,0
2025-01-01 02:33:11,22.07,56.87,104.91,48.5,77.09,0
2025-01-01 02:33:12,21.94,56.85,104.88,48.57,77.08,0
2025-01-01 02:33:13,22.05,56.83,104.97,48.58,77.14,0
2025-01-01 02:33:14,22.04,56.72,104.85,48.59,77.06,0
2025-01-01 02:33:15,21.96,56.74,104.77,48.41,77.03,0
2025-01-01 02:33:16,22.04,56.65,104.77,48.36,76.98,0
2025-01-01 02:33:17,21.91,56.64,104.79,48.33,76.91,0
2025-01-01 02:33:18,22.0,56.61,104.76,48.41,76.85,0
2025-01-01 02:33:19,22.04,56.56,104.72,48.28,76.89,0
2025-01-01 02:33:20,22.03,56.55,104.74,48.34,76.88,0
2025-01-01 02:33:21,21.95,56.51,104.68,48.28,76.89,0
2025-01-01 02:33:22,21.93,56.5,104.71,48.29,76.88,0
2025-01-01 02:33:23,21.99,56.4,104.6,48.3,76.76,0
2025-01-01 02:33:24,21.98,56.4,104.64,48.35,76.83,0
2025-01-01 02:33:25,22.04,56.36,104.6,48.26,76.73,0
2025-01-01 02:33:26,21.98,56.32,104.55,48.21,76.79,0
2025-01-01 02:33:27,21.95,56.24,104.63,48.21,76.78,0
2025-01-01 02:33:28,21.97,56.26,104.58,48.17,76.78,0
2025-01-01 02:33:29,22.01,56.25,104.48,48.28,76.68,0
2025-01-01 02:33:30,22.13,56.25,104.53,48.14,76.65,0
2025-01-01 02:33:31,22.02,56.15,104.47,48.13,76.62,0
2025-01-01 02:33:32,22.03,56.07,104.47,48.17,76.65,0
2025-01-01 02:33:33,22.06,56.0,104.36,48.23,76.62,0
2025-01-01 02:33:34,21.96,56.07,104.33,48.03,76.65,0
2025-01-01 02:33:35,22.05,56.02,104.28,48.07,76.46,0
2025-01-01 02:33:36,22.12,55.89,104.39,48.06,76.46,0
2025-01-01 02:33:37,22.05,55.91,104.28,48.06,76.49,0
2025-01-01 02:33:38,22.02,55.95,104.27,48.1,76.54,0
2025-01-01 02:33:39,22.07,55.88,104.21,48.05,76.43,0
2025-01-01 02:33:40,22.07,55.89,104.21,48.1,76.39,0
2025-01-01 02:33:41,22.09,55.79,104.15,48.09,76.37,0
2025-01-01 02:33:42,22.08,55.78,104.16,48.03,76.41,0
2025-01-01 02:33:43,22.08,55.71,104.04,48.02,76.39,0
2025-01-01 02:33:44,22.17,55.7,104.06,48.04,76.36,0
2025-01-01 02:33:45,22.08,55.71,103.99,48.03,76.35,0
2025-01-01 02:33:46,22.04,55.69,103.94,48.1,76.35,0
2025-01-01 02:33:47,22.17,55.59,103.88,48.08,76.3,0
2025-01-01 02:33:48,22.16,55.6,103.96,47.97,76.36,0
2025-01-01 02:33:49,22.07,55.42,103.89,48.01,76.34,0
2025-01-01 02:33:50,22.12,55.5,103.88,48.02,76.26,0
2025-01-01 02:33:51,22.11,55.48,103.62,48.03,76.33,0
2025-01-01 02:33:52,22.12,55.42,103.74,48.09,76.28,0
2025-01-01 02:33:53,22.14,55.39,103.62,48.0,76.24,0
2025-01-01 02:33:54,22.04,55.34,103.69,47.99,76.1,0
2025-01-01 02:33:55,22.22,55.29,103.57,48.05,76.17,0
2025-01-01 02:33:56,22.05,55.32,103.59,47.98,76.19,0
2025-01-01 02:33:57,22.09,55.22,103.49,48.03,76.19,0
2025-01-01 02:33:58,22.21,55.32,103.5,47.92,76.16,0
2025-01-01 02:33:59,22.21,55.2,103.33,47.97,76.05,0
2025-01-01 02:34:00,22.16,55.14,103.35,48.06,76.09,0
2025-01-01 02:34:01,22.14,55.09,103.37,48.06,76.16,0
2025-01-01 02:34:02,22.2,55.05,103.28,47.95,76.13,0
2025-01-01 02:34:03,22.17,55.05,103.23,48.05,76.21,0
2025-01-01 02:34:04,22.23,55.17,103.19,48.11,76.13,0
2025-01-01 02:34:05,22.22,55.01,103.15,48.04,76.03,0
2025-01-01 02:34:06,22.25,54.91,103.12,48.06,76.16,0
2025-01-01 02:34:07,22.18,54.91,103.09,47.98,76.03,0
